event_id,session,sr_symbol,meeting_no,meeting_date,kind,draft_symbol,symbol_source,as_amended,subject,result,stated_yes,stated_no,stated_abstain,n_yes,n_no,n_abstain,totals_match
62-SR44-8,62,A/C.3/62/SR.44,44,14 November 2007,amendment,A/C.3/62/L.29,subject,0,the proposed amendment to draft resolution A/C.3/62/L.29 contained in document A/C.3/62/L.75,rejected,72,83,14,72,83,14,1
62-SR44-9,62,A/C.3/62/SR.44,44,14 November 2007,amendment,A/C.3/62/L.29,subject,0,the proposed amendment to draft resolution A/C.3/62/L.29 contained in document A/C.3/62/L.76,rejected,67,83,15,67,83,15,1
62-SR44-10,62,A/C.3/62/SR.44,44,14 November 2007,amendment,A/C.3/62/L.29,subject,0,the proposed amendment to draft resolution A/C.3/62/L.29 contained in document A/C.3/62/L.77,rejected,70,81,15,70,81,15,1
62-SR45-1,62,A/C.3/62/SR.45,45,15 November 2007,amendment,A/C.3/62/L.78,subject,0,the proposed amendment contained in document A/C.3/62/L.78,rejected,66,78,17,66,78,17,1
62-SR45-2,62,A/C.3/62/SR.45,45,15 November 2007,amendment,A/C.3/62/L.29,subject,0,the proposed amendment to draft resolution A/C.3/62/L.29 contained in document A/C.3/62/L.79,rejected,59,82,19,59,82,19,1
62-SR45-3,62,A/C.3/62/SR.45,45,15 November 2007,amendment,A/C.3/62/L.29,subject,0,the proposed amendment to draft resolution A/C.3/62/L.29 contained in document A/C.3/62/L.80,rejected,68,83,15,68,83,15,1
62-SR45-4,62,A/C.3/62/SR.45,45,15 November 2007,amendment,A/C.3/62/L.29,subject,0,the amendment to draft resolution A/C.3/62/L.29 contained in document A/C.3/62/L.81,rejected,67,86,17,66,110,16,0
62-SR45-5,62,A/C.3/62/SR.45,45,15 November 2007,amendment,A/C.3/62/L.29,subject,0,the oral amendment to draft resolution A/C.3/62/L.29 proposed by the representative of Malaysia,rejected,68,84,19,68,84,19,1
62-SR45-6,62,A/C.3/62/SR.45,45,15 November 2007,amendment,A/C.3/62/L.29,subject,0,the first oral amendment to draft resolution A/C.3/62/L.29 proposed by Egypt,rejected,28,83,47,28,83,47,1
62-SR45-7,62,A/C.3/62/SR.45,45,15 November 2007,amendment,A/C.3/62/L.29,subject,0,the second oral amendment to draft resolution A/C.3/62/L.29 proposed by Egypt,rejected,26,84,46,26,84,46,1
62-SR45-8,62,A/C.3/62/SR.45,45,15 November 2007,motion,A/C.3/62/L.29,context,0,the motion to oppose division made by the representative of the Philippines under rule 129 of the rules of procedure,adopted,86,62,23,86,62,23,1
62-SR46-1,62,A/C.3/62/SR.46,46,15 November 2007,draft,A/C.3/62/L.29,subject,0,draft resolution A/C.3/62/L.29,adopted,99,52,33,99,52,33,1
62-SR47-1,62,A/C.3/62/SR.47,47,16 November 2007,draft,A/C.3/62/L.32,subject,1,"draft resolution A/C.3/62/L.32, as amended",adopted,165,7,3,165,7,3,1
62-SR48-1,62,A/C.3/62/SR.48,48,19 November 2007,draft,A/C.3/62/L.31,subject,0,draft resolution A/C.3/62/L.31,adopted,112,52,3,112,52,3,1
62-SR48-2,62,A/C.3/62/SR.48,48,19 November 2007,draft,A/C.3/62/L.50,subject,0,draft resolution A/C.3/62/L.50,adopted,122,52,0,122,52,0,1
62-SR48-3,62,A/C.3/62/SR.48,48,19 November 2007,draft,A/C.3/62/L.52,subject,0,draft resolution A/C.3/62/L.52,adopted,114,52,6,114,52,6,1
62-SR48-4,62,A/C.3/62/SR.48,48,19 November 2007,draft,A/C.3/62/L.55,subject,0,draft resolution A/C.3/62/L.55,adopted,102,53,11,102,53,11,1
62-SR49-1,62,A/C.3/62/SR.49,49,20 November 2007,draft,A/C.3/62/L.66,subject,0,draft resolution A/C.3/62/L.66,adopted,169,2,4,169,2,4,1
62-SR49-2,62,A/C.3/62/SR.49,49,20 November 2007,draft,A/C.3/62/L.63,subject,0,draft resolution A/C.3/62/L.63,adopted,172,5,5,172,5,5,1
62-SR49-3,62,A/C.3/62/SR.49,49,20 November 2007,draft,A/C.3/62/L.35,subject,1,"draft resolution A/C.3/62/L.35, as orally revised",adopted,95,52,30,95,52,30,1
62-SR49-4,62,A/C.3/62/SR.49,49,20 November 2007,draft,A/C.3/62/L.37/Rev.1,subject,0,draft resolution A/C.3/62/L.37/Rev.1,adopted,97,23,60,97,23,60,1
62-SR50-1,62,A/C.3/62/SR.50,50,20 November 2007,motion,A/C.3/62/L.41/Rev.1,subject,0,the motion for the adjournment of the debate on draft resolution A/C.3/62/L.41/Rev.1,rejected,54,88,34,54,88,34,1
62-SR50-2,62,A/C.3/62/SR.50,50,20 November 2007,draft,A/C.3/62/L.41/Rev.1,subject,0,draft resolution A/C.3/62/L.41/Rev.1,adopted,88,24,66,88,24,66,1
62-SR50-3,62,A/C.3/62/SR.50,50,20 November 2007,motion,A/C.3/62/L.43,subject,0,the motion for the adjournment of the debate on draft resolution A/C.3/62/L.43,rejected,78,79,24,78,79,24,1
62-SR50-4,62,A/C.3/62/SR.50,50,20 November 2007,draft,A/C.3/62/L.43,subject,0,draft resolution A/C.3/62/L.43,adopted,72,50,55,72,50,55,1
62-SR51-1,62,A/C.3/62/SR.51,51,21 November 2007,motion,A/C.3/62/L.51,subject,0,the motion for the adjournment of the debate on draft resolution A/C.3/62/L.51,rejected,65,79,31,65,79,31,1
62-SR51-2,62,A/C.3/62/SR.51,51,21 November 2007,draft,A/C.3/62/L.51,subject,0,draft resolution A/C.3/62/L.51,adopted,68,32,76,68,32,76,1
62-SR51-3,62,A/C.3/62/SR.51,51,21 November 2007,draft,A/C.3/62/L.61,subject,1,"A/C.3/62/L.61, as orally revised",adopted,122,1,52,122,1,52,1
62-SR51-4,62,A/C.3/62/SR.51,51,21 November 2007,draft,A/C.3/62/L.62,subject,0,draft resolution A/C.3/62/L.62,adopted,122,51,6,122,51,6,1
62-SR51-5,62,A/C.3/62/SR.51,51,21 November 2007,paragraph,A/C.3/62/L.30/Rev.1,subject,0,the fifth preambular paragraph of draft resolution A/C.3/62/L.30/Rev.1,adopted,142,0,24,142,0,24,1
62-SR51-6,62,A/C.3/62/SR.51,51,21 November 2007,draft,A/C.3/62/L.30/Rev.1,subject,0,the draft resolution as a whole,adopted,173,0,2,173,0,2,1
62-SR52-1,62,A/C.3/62/SR.52,52,21 November 2007,draft,A/C.3/62/L.53/Rev.1,subject,1,"draft resolution A/C.3/62/L.53/Rev.1, as orally revised",adopted,176,1,0,176,1,0,1
62-SR53-1,62,A/C.3/62/SR.53,53,27 November 2007,paragraph,A/C.3/62/L.20/Rev.1,subject,0,paragraph 14 of draft resolution A/C.3/62/L.20/Rev.1,adopted,158,1,9,158,1,9,1
62-SR53-2,62,A/C.3/62/SR.53,53,27 November 2007,paragraph,A/C.3/62/L.20/Rev.1,subject,0,paragraph 15 of draft resolution A/C.3/62/L.20/Rev.1,adopted,143,3,22,143,3,22,1
62-SR53-3,62,A/C.3/62/SR.53,53,27 November 2007,draft,A/C.3/62/L.20/Rev.1,subject,0,draft resolution A/C.3/62/L.20/Rev.1 as a whole,adopted,173,1,0,173,1,0,1
62-SR53-4,62,A/C.3/62/SR.53,53,27 November 2007,draft,A/C.3/62/L.24/Rev.1,subject,1,"draft resolution A/C.3/62/L.24/Rev.1, as orally revised",adopted,176,1,0,176,1,0,1
62-SR54-1,62,A/C.3/62/SR.54,54,28 November 2007,draft,A/C.3/62/L.49,subject,0,draft resolution A/C.3/62/L.49,adopted,121,52,1,121,52,1,1
62-SR54-2,62,A/C.3/62/SR.54,54,28 November 2007,draft,A/C.3/62/L.65/Rev.1,subject,1,"draft resolution A/C.3/62/L.65/Rev.1, as orally revised",,,,,119,45,6,0
63-SR40-1,63,A/C.3/63/SR.40,40,18 November 2008,draft,A/C.3/63/L.49,subject,1,"draft resolution A/C.3/63/L.49, as orally revised",adopted,122,1,54,122,1,54,1
63-SR41-1,63,A/C.3/63/SR.41,41,18 November 2008,amendment,A/C.3/63/L.19/Rev.1,subject,0,the proposed amendment to draft resolution A/C.3/63/L.19/Rev.1 contained in document A/C.3/63/L.62,rejected,67,81,23,67,81,23,1
63-SR41-2,63,A/C.3/63/SR.41,41,18 November 2008,amendment,A/C.3/63/L.19/Rev.1,subject,0,the proposed amendment to draft resolution A/C.3/63/L.19/Rev.1 contained in document A/C.3/63/L.63,rejected,60,87,22,60,87,22,1
63-SR41-3,63,A/C.3/63/SR.41,41,18 November 2008,amendment,A/C.3/63/L.19/Rev.1,subject,0,the proposed amendment to draft resolution A/C.3/63/L.19/Rev.1 contained in document A/C.3/63/L.64,rejected,57,87,22,57,87,22,1
63-SR41-4,63,A/C.3/63/SR.41,41,18 November 2008,amendment,A/C.3/63/L.19/Rev.1,subject,0,the proposed amendment to draft resolution A/C.3/63/L.19/Rev.1 contained in document A/C.3/63/L.65,rejected,59,86,24,59,86,24,1
63-SR41-5,63,A/C.3/63/SR.41,41,18 November 2008,amendment,A/C.3/63/L.19/Rev.1,subject,0,the proposed amendment to draft resolution A/C.3/63/L.19/Rev.1 contained in document A/C.3/63/L.66,rejected,62,87,20,62,87,20,1
63-SR41-6,63,A/C.3/63/SR.41,41,18 November 2008,amendment,A/C.3/63/L.19/Rev.1,subject,0,the proposed amendment to draft resolution A/C.3/63/L.19/Rev.1 contained in document A/C.3/63/L.67,rejected,59,88,20,59,88,20,1
63-SR41-7,63,A/C.3/63/SR.41,41,18 November 2008,amendment,A/C.3/63/L.19/Rev.1,subject,0,the proposed amendment to draft resolution A/C.3/63/L.19/Rev.1 contained in document A/C.3/63/L.68,rejected,56,87,24,56,87,24,1
63-SR42-1,63,A/C.3/63/SR.42,42,20 November 2008,amendment,A/C.3/63/L.19/Rev.1,subject,0,the oral amendment to paragraph 2 submitted by the representative of Malaysia,rejected,55,88,24,55,88,24,1
63-SR42-2,63,A/C.3/63/SR.42,42,20 November 2008,amendment,A/C.3/63/L.19/Rev.1,subject,0,the oral amendment to paragraph 3 submitted by the representative of Malaysia,rejected,53,90,23,53,90,23,1
63-SR42-3,63,A/C.3/63/SR.42,42,20 November 2008,paragraph,A/C.3/63/L.19/Rev.1,subject,0,the proposal of the representative of Barbados for a separate vote on the first preambular paragraph of draft resolution A/C.3/63/L.19/Rev.1,rejected,53,88,24,53,88,24,1
63-SR42-4,63,A/C.3/63/SR.42,42,20 November 2008,paragraph,,,0,the motion for division proposed by the representative of Singapore concerning paragraph 1 of the draft resolution,rejected,55,88,24,55,88,24,1
63-SR42-5,63,A/C.3/63/SR.42,42,20 November 2008,draft,A/C.3/63/L.19/Rev.1,subject,0,draft resolution A/C.3/63/L.19/Rev.1 as a whole,adopted,105,48,31,105,48,31,1
63-SR43-1,63,A/C.3/63/SR.43,43,20 November 2008,draft,A/C.3/63/L.28,subject,0,draft resolution A/C.3/63/L.28,adopted,125,53,3,125,53,3,1
63-SR43-2,63,A/C.3/63/SR.43,43,20 November 2008,draft,A/C.3/63/L.43,subject,0,draft resolution A/C.3/63/L.43,adopted,118,3,60,118,3,60,1
63-SR43-3,63,A/C.3/63/SR.43,43,20 November 2008,draft,A/C.3/63/L.45,subject,0,draft resolution A/C.3/63/L.45,adopted,122,53,4,122,53,4,1
63-SR43-4,63,A/C.3/63/SR.43,43,20 November 2008,draft,A/C.3/63/L.52,subject,0,draft resolution A/C.3/63/L.52,adopted,175,5,5,175,5,5,1
63-SR44-1,63,A/C.3/63/SR.44,44,21 November 2008,draft,A/C.3/63/L.31,subject,0,draft resolution A/C.3/63/L.31,adopted,124,52,0,124,52,0,1
63-SR44-2,63,A/C.3/63/SR.44,44,21 November 2008,draft,A/C.3/63/L.44,subject,0,draft resolution A/C.3/63/L.44,adopted,120,52,7,120,52,7,1
63-SR44-3,63,A/C.3/63/SR.44,44,21 November 2008,draft,A/C.3/63/L.26,subject,0,draft resolution A/C.3/63/L.26,adopted,95,24,62,95,24,62,1
63-SR44-4,63,A/C.3/63/SR.44,44,21 November 2008,motion,A/C.3/63/L.33,subject,0,the motion to adjourn the debate on draft resolution A/C.3/63/L.33,rejected,54,90,34,54,90,34,1
63-SR45-1,63,A/C.3/63/SR.45,45,21 November 2008,draft,A/C.3/63/L.33,subject,0,draft resolution A/C.3/63/L.33,adopted,89,29,63,89,29,63,1
63-SR45-2,63,A/C.3/63/SR.45,45,21 November 2008,motion,A/C.3/63/L.40,subject,0,the motion for the adjournment of the debate on draft resolution A/C.3/63/L.40,rejected,71,81,28,71,81,28,1
63-SR45-3,63,A/C.3/63/SR.45,45,21 November 2008,draft,A/C.3/63/L.40,subject,0,draft resolution A/C.3/63/L.40,adopted,70,51,60,70,51,60,1
63-SR45-4,63,A/C.3/63/SR.45,45,21 November 2008,paragraph,A/C.3/63/L.53/Rev.1,subject,0,paragraph 13 of draft resolution A/C.3/63/L.53/Rev.1,retained,165,1,8,165,1,8,1
63-SR45-5,63,A/C.3/63/SR.45,45,21 November 2008,draft,A/C.3/63/L.53/Rev.1,subject,0,draft resolution A/C.3/63/L.53/Rev.1,adopted,178,0,0,178,0,0,1
63-SR46-1,63,A/C.3/63/SR.46,46,24 November 2008,draft,A/C.3/63/L.50/Rev.1,subject,0,Draft resolution A/C.3/63/L.50/Rev.1,adopted,122,51,5,122,51,5,1
63-SR46-2,63,A/C.3/63/SR.46,46,24 November 2008,draft,A/C.3/63/L.22/Rev.1,corrected,1,"draft resolution A/C.3/62/L.22/Rev.1, as orally revised",adopted,85,50,42,85,50,42,1
63-SR46-3,63,A/C.3/63/SR.46,46,24 November 2008,draft,A/C.3/63/L.42/Rev.1,corrected,1,"draft resolution A/C.3/62/L.42/Rev.1, as orally revised",adopted,180,1,0,180,1,0,1
63-SR46-4,63,A/C.3/63/SR.46,46,24 November 2008,draft,A/C.3/63/L.30/Rev.1,subject,1,"draft resolution A/C.3/63/L.30/Rev.1, as orally revised",adopted,177,1,2,177,1,2,1
63-SR46-5,63,A/C.3/63/SR.46,46,24 November 2008,amendment,A/C.3/63/L.35/Rev.1,subject,0,paragraph 1 (a) and (b) of the amendment to draft resolution A/C.3/63/L.35/Rev.1 contained in document A/C.3/63/L.75,rejected,60,78,29,60,78,29,1
63-SR47-1,63,A/C.3/63/SR.47,47,24 November 2008,amendment,A/C.3/63/L.75,subject,0,the third amendment contained in document A/C.3/63/L.75 (paragraph 1 (c)),rejected,59,77,25,59,77,25,1
63-SR47-2,63,A/C.3/63/SR.47,47,24 November 2008,draft,A/C.3/63/L.35,subject,0,draft resolution A/C.3/63/L.35/Rev.l,adopted,121,0,57,121,0,57,1
63-SR47-3,63,A/C.3/63/SR.47,47,24 November 2008,draft,A/C.3/63/L.16/Rev.1,subject,1,"draft resolution A/C.3/63/L.16/Rev.1, as orally revised",adopted,180,1,0,180,1,0,1
63-SR48-1,63,A/C.3/63/SR.48,48,25 November 2008,amendment,A/C.3/63/L.3/Rev.1,subject,0,the oral amendment to draft resolution A/C.3/63/L.3/Rev.1 proposed by Uganda,adopted,67,41,52,67,41,52,1
63-SR48-2,63,A/C.3/63/SR.48,48,25 November 2008,draft,A/C.3/63/L.3/Rev.1,subject,1,"draft resolution A/C.3/63/L.3/Rev.1, as orally amended",adopted,176,0,0,176,0,0,1
63-SR48-3,63,A/C.3/63/SR.48,48,25 November 2008,draft,A/C.3/63/L.57,subject,1,draft resolution A/C.3/63/L.57* as orally amended,adopted,117,5,55,117,5,55,1
63-SR48-4,63,A/C.3/63/SR.48,48,25 November 2008,draft,A/C.3/63/L.51/Rev.1,subject,0,draft resolution A/C.3/63/L.51/Rev.1,adopted,130,11,35,130,11,35,1
63-SR49-1,63,A/C.3/63/SR.49,49,26 November 2008,amendment,A/C.3/63/L.79,subject,0,the Chairman’s ruling that the Committee could consider the proposed oral amendment to draft decision A/C.3/63/L.79,,,,,74,57,24,0
63-SR49-2,63,A/C.3/63/SR.49,49,26 November 2008,amendment,A/C.3/63/L.79,subject,0,the proposed amendment to paragraph 19.11 (d) of the annex to draft decision A/C.3/63/L.79,rejected,4,105,55,4,105,55,1
63-SR49-3,63,A/C.3/63/SR.49,49,26 November 2008,draft,A/C.3/63/L.79,subject,0,draft decision A/C.3/63/L.79,adopted,167,2,2,167,2,2,1
64-SR41-1,64,A/C.3/64/SR.41,41,12 November 2009,draft,A/C.3/64/L.56,subject,0,draft resolution A/C.3/64/L.56,adopted,171,6,5,171,6,5,1
64-SR41-2,64,A/C.3/64/SR.41,41,12 November 2009,amendment,,,0,the proposed amendment to paragraph 9 of the draft resolution,adopted,70,69,25,70,69,25,1
64-SR41-3,64,A/C.3/64/SR.41,41,12 November 2009,amendment,,,0,the proposed amendment to paragraph 10 of the draft resolution,rejected,71,72,23,71,72,23,1
64-SR42-1,64,A/C.3/64/SR.42,42,12 November 2009,amendment,A/C.3/64/L.22,subject,0,proposals to which one or more amendments had been made,adopted,111,0,66,111,0,66,1
64-SR42-2,64,A/C.3/64/SR.42,42,12 November 2009,draft,A/C.3/64/L.22,subject,0,draft resolution A/C.3/64/L.22,adopted,111,0,66,111,0,66,1
64-SR42-3,64,A/C.3/64/SR.42,42,12 November 2009,draft,A/C.3/64/L.31,subject,0,draft resolution A/C.3/64/L.31,adopted,125,54,3,125,54,3,1
64-SR42-4,64,A/C.3/64/SR.42,42,12 November 2009,draft,A/C.3/64/L.45,subject,0,draft resolution A/C.3/64/L.45,adopted,128,52,0,128,52,0,1
64-SR42-5,64,A/C.3/64/SR.42,42,12 November 2009,draft,A/C.3/64/L.27,subject,1,"draft resolution A/C.3/64/L.27, as orally revised",adopted,81,55,43,81,55,43,1
64-SR42-6,64,A/C.3/64/SR.42,42,12 November 2009,draft,A/C.3/64/L.48,subject,0,draft resolution A/C.3/64/L.48,adopted,125,51,3,125,51,3,1
64-SR43-1,64,A/C.3/64/SR.43,43,19 November 2009,draft,A/C.3/64/L.53,subject,1,"draft resolution A/C.3/64/L.53, as orally revised",adopted,124,1,55,124,1,55,1
64-SR43-2,64,A/C.3/64/SR.43,43,19 November 2009,draft,A/C.3/64/L.57,subject,1,"draft resolution A/C.3/64/L.57, as orally revised",adopted,122,53,5,122,53,5,1
64-SR43-3,64,A/C.3/64/SR.43,43,19 November 2009,draft,A/C.3/64/L.28,subject,0,draft resolution A/C.3/64/L.28,adopted,121,54,5,121,54,5,1
64-SR44-1,64,A/C.3/64/SR.44,44,19 November 2009,draft,A/C.3/64/L.47,subject,0,Draft resolution A/C.3/64/L.47,adopted,130,22,30,130,22,30,1
64-SR44-2,64,A/C.3/64/SR.44,44,19 November 2009,draft,A/C.3/64/L.35,subject,0,draft resolution A/C.3/64/L.35,adopted,97,19,65,97,19,65,1
64-SR44-3,64,A/C.3/64/SR.44,44,19 November 2009,draft,A/C.3/64/L.36,subject,0,draft resolution A/C.3/64/L.36*,adopted,92,26,65,92,26,65,1
64-SR45-1,64,A/C.3/64/SR.45,45,20 November 2009,draft,A/C.3/64/L.37,subject,0,the draft resolution as a whole,adopted,74,48,59,74,48,59,1
64-SR46-1,64,A/C.3/64/SR.46,46,23 November 2009,draft,A/C.3/64/L.55,subject,1,"draft decision A/C.3/64/L.55, as orally revised",adopted,163,5,9,163,5,9,1
64-SR46-2,64,A/C.3/64/SR.46,46,23 November 2009,paragraph,A/C.3/64/L.26/Rev.1,subject,0,the second part of paragraph 8 of the draft resolution,adopted,121,19,28,121,19,28,1
64-SR47-1,64,A/C.3/64/SR.47,47,24 November 2009,draft,A/C.3/64/L.54/Rev.1,subject,0,draft resolution A/C.3/64/L.54/Rev.1,adopted,122,13,45,122,13,45,1
64-SR47-2,64,A/C.3/64/SR.47,47,24 November 2009,amendment,A/C.3/64/L.43/Rev.1,subject,0,the first amendment proposed by Zambia,adopted,77,73,23,77,73,23,1
64-SR47-3,64,A/C.3/64/SR.47,47,24 November 2009,amendment,A/C.3/64/L.43/Rev.1,subject,0,the second amendment proposed by Zambia,adopted,81,73,20,81,73,20,1
64-SR47-4,64,A/C.3/64/SR.47,47,24 November 2009,draft,A/C.3/64/L.43/Rev.1,subject,1,"draft resolution A/C.3/64/L.43/Rev.1, as orally amended and revised",adopted,181,0,1,181,0,1,1
64-SR47-5,64,A/C.3/64/SR.47,47,24 November 2009,draft,A/C.3/64/L.49,subject,0,draft resolution A/C.3/64/L.49,adopted,125,50,4,125,50,4,1
65-SR45-1,65,A/C.3/65/SR.45,45,11 November 2010,amendment,A/C.3/65/L.23/Rev.1,subject,0,the amendment to draft resolution A/C.3/65/L.23/Rev.1 contained in document A/C.3/65/L.61,rejected,62,79,31,62,79,31,1
65-SR45-2,65,A/C.3/65/SR.45,45,11 November 2010,amendment,A/C.3/65/L.62,subject,0,draft amendment A/C.3/65/L.62,rejected,51,81,33,51,81,33,1
65-SR45-3,65,A/C.3/65/SR.45,45,11 November 2010,amendment,A/C.3/65/L.23/Rev.1,subject,0,the amendment to draft resolution A/C.3/65/L.23/Rev.1 contained in document A/C.3/65/L.63,rejected,58,79,30,58,79,30,1
65-SR45-4,65,A/C.3/65/SR.45,45,11 November 2010,draft,A/C.3/65/L.23/Rev.1,subject,0,draft resolution A/C.3/65/L.23/Rev.1,adopted,107,39,36,107,38,36,0
65-SR46-1,65,A/C.3/65/SR.46,46,16 November 2010,draft,A/C.3/65/L.50,subject,0,draft resolution A/C.3/65/L.50,adopted,118,1,55,118,1,55,1
65-SR46-2,65,A/C.3/65/SR.46,46,16 November 2010,amendment,A/C.3/65/L.29/Rev.1,subject,0,"the proposed amendment to draft resolution A/C.3/65/L.29/Rev.1, contained in document A/C.3/65/L.65",adopted,79,70,17,79,70,17,1
65-SR46-3,65,A/C.3/65/SR.46,46,16 November 2010,draft,A/C.3/65/L.29/Rev.1,subject,1,draft resolution A/C.3/65/L.29/Rev.1 as amended,adopted,165,0,10,165,0,10,1
65-SR46-4,65,A/C.3/65/SR.46,46,16 November 2010,draft,A/C.3/65/L.38,subject,0,draft resolution A/C.3/65/L.38,adopted,122,53,0,122,53,0,1
65-SR47-1,65,A/C.3/65/SR.47,47,18 November 2010,draft,A/C.3/65/L.47,subject,0,draft resolution A/C.3/65/L.47,adopted,100,18,60,100,18,60,1
65-SR47-2,65,A/C.3/65/SR.47,47,18 November 2010,draft,A/C.3/65/L.48/Rev.1,subject,0,draft resolution A/C.3/65/L.48/Rev.1,adopted,96,28,60,96,28,60,1
65-SR48-1,65,A/C.3/65/SR.48,48,18 November 2010,motion,A/C.3/65/L.49,subject,0,the motion to adjourn the debate on draft resolution A/C.3/65/L.49,rejected,51,91,32,51,91,32,1
65-SR48-2,65,A/C.3/65/SR.48,48,18 November 2010,draft,A/C.3/65/L.49,subject,0,draft resolution A/C.3/65/L.49,adopted,80,44,57,80,44,57,1
65-SR48-3,65,A/C.3/65/SR.48,48,18 November 2010,draft,A/C.3/65/L.57,subject,0,draft resolution A/C.3/65/L.57,adopted,119,2,55,119,2,55,1
65-SR49-1,65,A/C.3/65/SR.49,49,19 November 2010,draft,A/C.3/65/L.39,subject,0,draft resolution A/C.3/65/L.39,adopted,124,53,0,124,53,0,1
65-SR49-2,65,A/C.3/65/SR.49,49,19 November 2010,draft,A/C.3/65/L.44,subject,0,draft resolution A/C.3/65/L.44,adopted,118,53,6,118,53,6,1
65-SR49-3,65,A/C.3/65/SR.49,49,19 November 2010,draft,A/C.3/65/L.45,subject,0,draft resolution A/C.3/65/L.45,adopted,118,53,5,118,53,5,1
65-SR50-1,65,A/C.3/65/SR.50,50,22 November 2010,draft,A/C.3/65/L.52,subject,0,draft resolution A/C.3/65/L.52,adopted,174,5,3,174,5,3,1
65-SR50-2,65,A/C.3/65/SR.50,50,22 November 2010,draft,A/C.3/65/L.41/Rev.1,subject,0,draft resolution A/C.3/65/L.41/Rev.1,adopted,130,22,28,130,22,28,1
65-SR51-1,65,A/C.3/65/SR.51,51,23 November 2010,draft,A/C.3/65/L.54/Rev.1,subject,0,draft resolution A/C.3/65/L.54/Rev.1,adopted,123,52,6,123,52,6,1
65-SR52-1,65,A/C.3/65/SR.52,52,23 November 2010,draft,A/C.3/65/L.46/Rev.1,subject,0,draft resolution A/C.3/65/L.46/Rev.1,adopted,76,64,42,76,64,42,1
65-SR52-2,65,A/C.3/65/SR.52,52,23 November 2010,draft,A/C.3/65/L.60,subject,0,draft resolution A/C.3/65/L.60,adopted,121,19,35,121,19,35,1
66-SR44-1,66,A/C.3/66/SR.44,44,15 November 2011,draft,A/C.3/66/L.64/Rev.1,subject,0,draft resolution A/C.3/66/L.64/Rev.1,adopted,95,4,60,95,4,60,1
66-SR44-2,66,A/C.3/66/SR.44,44,15 November 2011,draft,A/C.3/66/L.33,subject,0,draft resolution A/C.3/66/L.33,adopted,119,52,2,119,52,2,1
66-SR44-3,66,A/C.3/66/SR.44,44,15 November 2011,draft,A/C.3/66/L.36,subject,0,draft resolution A/C.3/66/L.36,adopted,121,52,1,121,52,1,1
66-SR44-4,66,A/C.3/66/SR.44,44,15 November 2011,draft,A/C.3/66/L.41,subject,0,draft resolution A/C.3/66/L.41,adopted,125,52,0,125,52,0,1
66-SR45-1,66,A/C.3/66/SR.45,45,17 November 2011,draft,A/C.3/66/L.60,subject,0,draft resolution A/C.3/66/L.60,adopted,120,22,31,120,22,31,1
66-SR45-2,66,A/C.3/66/SR.45,45,17 November 2011,draft,A/C.3/66/L.62,subject,0,draft resolution A/C.3/66/L.62,adopted,118,52,5,118,52,5,1
66-SR45-3,66,A/C.3/66/SR.45,45,17 November 2011,draft,A/C.3/66/L.39,subject,0,draft resolution A/C.3/66/L.39,adopted,117,52,6,117,52,6,1
66-SR46-1,66,A/C.3/66/SR.46,46,18 November 2011,amendment,A/C.3/66/L.71,subject,0,the amendment proposed by the Russian Federation contained in paragraph 1 of A/C.3/66/L.71,rejected,55,75,26,55,75,26,1
66-SR46-2,66,A/C.3/66/SR.46,46,18 November 2011,amendment,A/C.3/66/L.71,subject,0,the amendment proposed by the Russian Federation contained in paragraph 2 of A/C.3/66/L.71,rejected,29,88,32,29,88,32,1
66-SR47-1,66,A/C.3/66/SR.47,47,21 November 2011,draft,A/C.3/66/L.54,subject,0,draft resolution A/C.3/66/L.54,adopted,112,16,55,112,16,55,1
66-SR47-2,66,A/C.3/66/SR.47,47,21 November 2011,draft,A/C.3/66/L.55/Rev.1,subject,0,draft resolution A/C.3/66/L.55/Rev.1,adopted,98,25,63,98,25,63,1
66-SR47-3,66,A/C.3/66/SR.47,47,21 November 2011,draft,A/C.3/66/L.56,subject,0,draft resolution A/C.3/66/L.56,adopted,86,32,59,86,32,59,1
66-SR49-1,66,A/C.3/66/SR.49,49,22 November 2011,motion,A/C.3/66/L.57/Rev.1,subject,0,the motion for the adjournment of debate concerning draft resolution A/C.3/66/L.57/Rev.1,rejected,20,118,29,20,118,29,1
66-SR49-2,66,A/C.3/66/SR.49,49,22 November 2011,draft,A/C.3/66/L.57/Rev.1,subject,0,draft resolution A/C.3/66/L.57/Rev.1,adopted,122,13,41,122,13,41,1
66-SR50-1,66,A/C.3/66/SR.50,50,22 November 2011,amendment,A/C.3/66/L.25/Rev.1,subject,0,the amendment to draft resolution A/C.3/66/L.25/Rev.1 proposed by Pakistan,rejected,48,78,21,48,78,21,1
66-SR50-2,66,A/C.3/66/SR.50,50,22 November 2011,amendment,A/C.3/66/L.25/Rev.1,subject,0,the amendment to draft resolution A/C.3/66/L.25/Rev.1 proposed by the Syrian Arab Republic,rejected,26,78,27,26,78,27,1
66-SR50-3,66,A/C.3/66/SR.50,50,22 November 2011,draft,A/C.3/66/L.68/Rev.1,subject,0,draft resolution A/C.3/66/L.68/Rev.1,adopted,126,5,43,126,5,43,1
66-SR50-4,66,A/C.3/66/SR.50,50,22 November 2011,draft,A/C.3/66/L.61,subject,0,draft resolution A/C.3/66/L.61,adopted,166,5,4,166,5,4,1
