event_id,session,sr_symbol,meeting_no,meeting_date,kind,draft_symbol,symbol_source,as_amended,subject,result,stated_yes,stated_no,stated_abstain,n_yes,n_no,n_abstain,totals_match
58-SR53-2,58,A/C.3/58/SR.53,53,20 November 2003,draft,A/C.3/58/L.51,subject,0,the draft resolution,adopted,118,50,1,118,50,1,1
58-SR53-3,58,A/C.3/58/SR.53,53,20 November 2003,draft,A/C.3/58/L.53,subject,0,the draft resolution,adopted,166,1,5,166,1,5,1
58-SR53-4,58,A/C.3/58/SR.53,53,20 November 2003,draft,A/C.3/58/L.54,subject,0,draft resolution A/C.3/58/L.54,adopted,111,39,17,111,39,17,1
58-SR53-5,58,A/C.3/58/SR.53,53,20 November 2003,draft,A/C.3/58/L.60,subject,1,"the draft resolution, as orally amended",adopted,167,1,0,167,1,0,1
58-SR54-1,58,A/C.3/58/SR.54,54,21 November 2003,amendment,A/C.3/58/L.44,context,0,the amendment proposed by the United States of America,rejected,13,116,24,13,116,24,1
58-SR54-2,58,A/C.3/58/SR.54,54,21 November 2003,draft,A/C.3/58/L.72,subject,0,Draft resolution A/C.3/58/L.72,adopted,105,51,19,105,51,19,1
58-SR54-3,58,A/C.3/58/SR.54,54,21 November 2003,draft,A/C.3/58/L.69,subject,0,Draft resolution A/C.3/58/L.69,adopted,73,49,50,73,49,50,1
58-SR55-1,58,A/C.3/58/SR.55,55,24 November 2003,draft,A/C.3/58/L.70,subject,0,Draft resolution A/C.3/58/L.70,adopted,156,1,2,156,1,2,1
58-SR55-2,58,A/C.3/58/SR.55,55,24 November 2003,draft,A/C.3/58/L.73,subject,1,"Draft resolution A/C.3/58/L.73, as orally revised",adopted,100,9,51,100,9,51,1
58-SR55-3,58,A/C.3/58/SR.55,55,24 November 2003,draft,A/C.3/58/L.76,subject,0,Draft resolution A/C.3/58/L.76,adopted,108,50,10,108,50,10,1
58-SR55-4,58,A/C.3/58/SR.55,55,24 November 2003,draft,A/C.3/58/L.77,subject,0,Draft resolution A/C.3/58/L.77,adopted,113,50,4,113,50,4,1
58-SR55-5,58,A/C.3/58/SR.55,55,24 November 2003,draft,A/C.3/58/L.67,subject,0,Draft resolution A/C.3/58/L.67,adopted,72,37,53,72,37,53,1
58-SR57-1,58,A/C.3/58/SR.57,57,26 November 2003,draft,A/C.3/58/L.36,subject,0,draft resolution A/C.3/58/L.36,adopted,126,5,33,126,5,33,1
58-SR57-2,58,A/C.3/58/SR.57,57,26 November 2003,draft,A/C.3/58/L.52,subject,0,draft resolution A/C.3/58/L.52,adopted,158,2,6,158,2,6,1
58-SR57-3,58,A/C.3/58/SR.57,57,26 November 2003,draft,A/C.3/58/L.61,subject,0,draft resolution A/C.3/58/L.61,adopted,156,0,7,156,0,7,1
58-SR59-1,58,A/C.3/58/SR.59,59,28 November 2003,draft,A/C.3/58/L.28,subject,0,draft resolution A/C.3/58/L.28,adopted,106,21,29,106,21,29,1
58-SR59-2,58,A/C.3/58/SR.59,59,28 November 2003,amendment,A/C.3/58/L.83,context,0,amendment 1,adopted,72,54,25,72,54,25,1
58-SR59-3,58,A/C.3/58/SR.59,59,28 November 2003,amendment,A/C.3/58/L.83,context,0,amendments 2-6,adopted,77,48,26,77,48,26,1
58-SR59-4,58,A/C.3/58/SR.59,59,28 November 2003,motion,A/C.3/58/L.23/Rev.1,subject,0,"the no-action motion proposed by the representative of Egypt on draft resolution A/C.3/58/L.23/Rev.1, as further revised",adopted,66,63,13,66,63,13,1
58-SR60-1,58,A/C.3/58/SR.60,60,28 November 2003,draft,A/C.3/58/L.29/Rev.1,subject,0,draft resolution A/C.3/58/L.29/Rev.1 as a whole,adopted,159,1,0,159,1,0,1
58-SR60-2,58,A/C.3/58/SR.60,60,28 November 2003,paragraph,A/C.3/58/L.34,context,0,paragraph 31,adopted,105,40,8,105,40,8,1
58-SR60-3,58,A/C.3/58/SR.60,60,28 November 2003,draft,A/C.3/58/L.34,subject,0,draft resolution A/C.3/58/L.34 as a whole,adopted,155,2,2,155,2,2,1
58-SR60-4,58,A/C.3/58/SR.60,60,28 November 2003,paragraph,A/C.3/58/L.71,subject,0,paragraphs 10 and 11 of draft resolution A/C.3/58/L.71,adopted,136,1,15,136,1,15,1
58-SR60-5,58,A/C.3/58/SR.60,60,28 November 2003,draft,A/C.3/58/L.71,subject,0,draft resolution A/C.3/58/L.71 as a whole,adopted,157,0,1,157,0,1,1
58-SR61-1,58,A/C.3/58/SR.61,61,1 December 2003,paragraph,A/C.3/58/L.79/Rev.1,subject,0,the fourth preambular paragraph of draft resolution A/C.3/58/L.79/Rev.1,adopted,82,4,75,82,4,75,1
58-SR61-2,58,A/C.3/58/SR.61,61,1 December 2003,paragraph,A/C.3/58/L.79/Rev.1,subject,0,paragraphs 3 (b) and 6 (e) of draft resolution A/C.3/58/L.79/Rev.1,adopted,73,50,35,73,50,35,1
58-SR61-3,58,A/C.3/58/SR.61,61,1 December 2003,amendment,A/C.3/58/L.79/Rev.1,context,0,the United States amendment to paragraph 6 (g),rejected,2,93,55,2,93,55,1
58-SR61-4,58,A/C.3/58/SR.61,61,1 December 2003,motion,A/C.3/58/L.79/Rev.1,context,0,The appeal against the Chairman’s ruling,rejected,70,82,0,70,82,0,1
58-SR61-5,58,A/C.3/58/SR.61,61,1 December 2003,draft,,,0,The draft resolution,adopted,74,3,85,74,3,85,1
59-SR37-1,59,A/C.3/59/SR.37,37,4 November 2004,draft,A/C.3/59/L.26,subject,0,the draft resolution,adopted,128,10,29,127,10,29,0
59-SR42-1,59,A/C.3/59/SR.42,42,11 November 2004,draft,A/C.3/59/L.52,subject,0,draft resolution A/C.3/59/L.52,adopted,109,49,5,109,49,5,1
59-SR44-1,59,A/C.3/59/SR.44,44,16 November 2004,amendment,A/C.3/59/L.61,subject,0,the amendment proposed by the United States of America,rejected,3,114,32,3,114,32,1
59-SR45-1,59,A/C.3/59/SR.45,45,17 November 2004,draft,A/C.3/59/L.50,subject,0,draft resolution A/C.3/59/L.50,adopted,69,55,51,69,55,51,1
59-SR46-1,59,A/C.3/59/SR.46,46,18 November 2004,draft,A/C.3/59/L.28,subject,0,Draft resolution A/C.3/59/L.28,adopted,105,5,61,105,5,61,1
59-SR46-2,59,A/C.3/59/SR.46,46,18 November 2004,draft,A/C.3/59/L.37,subject,0,the draft resolution,adopted,166,2,4,165,2,4,0
59-SR46-3,59,A/C.3/59/SR.46,46,18 November 2004,draft,A/C.3/59/L.65,subject,0,draft resolution A/C.3/59/L.65,adopted,107,3,63,107,3,63,1
59-SR46-4,59,A/C.3/59/SR.46,46,18 November 2004,draft,A/C.3/59/L.53,subject,0,draft resolution A/C.3/59/L.53,adopted,65,49,56,65,49,56,1
59-SR47-1,59,A/C.3/59/SR.47,47,18 November 2004,draft,A/C.3/59/L.32,subject,0,draft resolution A/C.3/59/L.32 as a whole,adopted,112,51,5,112,51,5,1
59-SR47-2,59,A/C.3/59/SR.47,47,18 November 2004,draft,A/C.3/59/L.47,subject,0,the draft resolution,adopted,115,55,4,115,55,4,1
59-SR47-3,59,A/C.3/59/SR.47,47,18 November 2004,motion,A/C.3/59/L.55,subject,0,the motion to adjourn the debate on the draft resolution,adopted,75,65,28,75,65,28,1
59-SR48-1,59,A/C.3/59/SR.48,48,19 November 2004,draft,A/C.3/59/L.35,subject,0,Draft resolution A/C.3/59/L.35,adopted,118,50,3,118,50,3,1
59-SR48-2,59,A/C.3/59/SR.48,48,19 November 2004,draft,A/C.3/59/L.40,subject,1,"the draft resolution, as orally revised",adopted,115,51,0,115,51,0,1
59-SR49-1,59,A/C.3/59/SR.49,49,19 November 2004,draft,,,0,the draft resolution,adopted,115,44,10,113,45,10,0
59-SR49-2,59,A/C.3/59/SR.49,49,19 November 2004,draft,A/C.3/59/L.64/Rev.1,subject,0,the draft resolution,adopted,167,2,0,167,2,0,1
59-SR49-3,59,A/C.3/59/SR.49,49,19 November 2004,draft,A/C.3/59/L.66,subject,1,draft resolution A/C.3/59/L.66 as orally revised,adopted,106,54,10,106,54,10,1
59-SR50-1,59,A/C.3/59/SR.50,50,22 November 2004,amendment,A/C.3/59/L.57/Rev.1,subject,0,the proposed amendment to paragraph 7,rejected,60,74,26,60,74,26,1
59-SR50-2,59,A/C.3/59/SR.50,50,22 November 2004,amendment,A/C.3/59/L.57/Rev.1,subject,0,the proposed amendment to paragraph 8 (c),rejected,52,75,32,52,75,32,1
59-SR50-3,59,A/C.3/59/SR.50,50,22 November 2004,paragraph,A/C.3/59/L.57/Rev.1,subject,0,paragraph 7,adopted,84,41,39,84,41,39,1
59-SR50-4,59,A/C.3/59/SR.50,50,22 November 2004,paragraph,A/C.3/59/L.57/Rev.1,subject,0,paragraph 8 (c),adopted,93,42,29,93,42,29,1
59-SR50-5,59,A/C.3/59/SR.50,50,22 November 2004,amendment,A/C.3/59/L.57/Rev.1,subject,0,the oral amendment to paragraph 6 of draft resolution A/C.3/59/L.57/Rev.1,rejected,4,117,41,4,117,41,1
59-SR50-6,59,A/C.3/59/SR.50,50,22 November 2004,draft,A/C.3/59/L.57/Rev.1,subject,0,draft resolution A/C.3/59/L.57/Rev.1 as a whole,adopted,130,0,45,130,0,45,1
59-SR50-7,59,A/C.3/59/SR.50,50,22 November 2004,amendment,A/C.3/59/L.59,context,0,The amendment to paragraph 9,rejected,45,85,29,45,85,29,1
59-SR50-8,59,A/C.3/59/SR.50,50,22 November 2004,paragraph,A/C.3/59/L.59,subject,0,paragraph 9 of draft resolution A/C.3/59/L.59,adopted,99,33,21,99,33,21,1
59-SR50-9,59,A/C.3/59/SR.50,50,22 November 2004,draft,A/C.3/59/L.59,subject,0,draft resolution A/C.3/59/L.59,,,,,177,0,0,0
59-SR51-1,59,A/C.3/59/SR.51,51,23 November 2004,motion,A/C.3/59/L.48,subject,0,the motion to defer action on draft resolution A/C.3/59/L.48,,,,,92,67,12,0
59-SR52-1,59,A/C.3/59/SR.52,52,23 November 2004,draft,A/C.3/59/L.70/Rev.1,subject,0,the draft resolution,adopted,169,5,4,169,5,4,1
59-SR52-2,59,A/C.3/59/SR.52,52,23 November 2004,amendment,A/C.3/59/L.81,subject,0,"The amendments appearing in document A/C.3/59/L.81, with the exception of paragraphs 3 bis and 14",rejected,2,126,36,2,126,36,1
59-SR52-3,59,A/C.3/59/SR.52,52,23 November 2004,paragraph,A/C.3/59/L.81,context,0,Paragraph 3 bis,rejected,30,112,10,30,112,10,1
59-SR52-4,59,A/C.3/59/SR.52,52,23 November 2004,paragraph,A/C.3/59/L.81,context,0,Paragraph 14,rejected,3,139,16,3,139,16,1
59-SR52-5,59,A/C.3/59/SR.52,52,23 November 2004,amendment,A/C.3/59/L.83,subject,0,The amendment in document A/C.3/59/L.83,rejected,38,97,22,38,97,22,1
59-SR52-6,59,A/C.3/59/SR.52,52,23 November 2004,unknown,A/C.3/59/L.29/Rev.1,context,0,,,,,,114,30,14,0
59-SR52-7,59,A/C.3/59/SR.52,52,23 November 2004,unknown,A/C.3/59/L.29/Rev.1,context,0,,,,,,123,7,32,0
59-SR52-8,59,A/C.3/59/SR.52,52,23 November 2004,unknown,A/C.3/59/L.29/Rev.1,context,0,,,,,,130,4,33,0
59-SR52-9,59,A/C.3/59/SR.52,52,23 November 2004,draft,A/C.3/59/L.29/Rev.1,subject,0,Draft resolution A/C.3/59/L.29/Rev.1 as a whole,adopted,170,2,3,170,2,3,1
59-SR53-1,59,A/C.3/59/SR.53,53,24 November 2004,draft,A/C.3/59/L.71,subject,1,"draft resolution A/C.3/59/L.71, as orally revised",adopted,175,2,2,174,2,2,0
59-SR53-2,59,A/C.3/59/SR.53,53,24 November 2004,draft,A/C.3/59/L.62,subject,1,"Draft resolution A/C.3/59/L.62, as orally amended",adopted,161,0,20,161,0,20,1
59-SR54-1,59,A/C.3/59/SR.54,54,24 November 2004,motion,,,0,the motion to adjourn debate on the draft resolution,adopted,92,72,9,92,72,9,1
59-SR54-2,59,A/C.3/59/SR.54,54,24 November 2004,motion,,,0,the motion to adjourn debate on the draft resolution,adopted,91,74,11,91,74,11,1
59-SR54-3,59,A/C.3/59/SR.54,54,24 November 2004,amendment,A/C.3/59/L.54,context,1,"the amendment to paragraph 6 (f) of the draft resolution, as amended",rejected,2,116,38,2,116,38,1
59-SR54-4,59,A/C.3/59/SR.54,54,24 November 2004,paragraph,A/C.3/59/L.54,context,0,the third line of the preamble,,,,,101,2,61,0
59-SR54-5,59,A/C.3/59/SR.54,54,24 November 2004,paragraph,A/C.3/59/L.54,context,0,the fourth line of the preamble,,,,,100,2,61,0
59-SR54-6,59,A/C.3/59/SR.54,54,24 November 2004,paragraph,,,1,"paragraph 6 of the text, as amended",,,,,93,2,67,0
59-SR54-7,59,A/C.3/59/SR.54,54,24 November 2004,draft,,,0,the draft resolution as a whole,adopted,72,2,94,72,2,94,1
60-SR29-1,60,A/C.3/60/SR.29,29,28 October 2005,paragraph,A/C.3/60/L.17,subject,0,paragraph 14 of the draft resolution,adopted,147,2,6,147,2,6,1
60-SR29-2,60,A/C.3/60/SR.29,29,28 October 2005,paragraph,A/C.3/60/L.17,context,0,the inclusion of paragraph 15 of the draft resolution,adopted,128,13,7,128,13,7,1
60-SR29-3,60,A/C.3/60/SR.29,29,28 October 2005,draft,A/C.3/60/L.17,subject,0,draft resolution A/C.3/60/L.17 as a whole,adopted,160,1,0,160,1,0,1
60-SR41-1,60,A/C.3/60/SR.41,41,2 November 2005,amendment,A/C.3/60/L.18/Rev.1,subject,0,the amendments proposed to draft resolution A/C.3/60/L.18/Rev.1,rejected,2,157,2,2,157,2,1
60-SR42-1,60,A/C.3/60/SR.42,42,17 November 2005,draft,A/C.3/60/L.60,subject,0,Draft resolution A/C.3/60/L.60,adopted,97,4,63,97,4,63,1
60-SR42-2,60,A/C.3/60/SR.42,42,17 November 2005,draft,A/C.3/60/L.62,subject,0,Draft resolution A/C.3/60/L.62,adopted,162,4,3,162,4,3,1
60-SR42-3,60,A/C.3/60/SR.42,42,17 November 2005,draft,A/C.3/60/L.48,subject,0,Draft resolution A/C.3/60/L.48,adopted,84,22,62,84,22,62,1
60-SR43-1,60,A/C.3/60/SR.43,43,18 November 2005,draft,A/C.3/60/L.15/Rev.1,subject,0,the draft resolution,adopted,138,12,26,138,12,26,1
60-SR43-2,60,A/C.3/60/SR.43,43,18 November 2005,motion,A/C.3/60/L.45,subject,0,the proposal to adjourn the debate on draft resolution A/C.3/60/L.45,rejected,70,77,23,70,77,23,1
60-SR43-3,60,A/C.3/60/SR.43,43,18 November 2005,draft,A/C.3/60/l.45,subject,0,draft resolution A/C.3/60/l.45,adopted,77,51,46,77,51,46,1
60-SR44-1,60,A/C.3/60/SR.44,44,18 November 2005,motion,A/C.3/60/L.53,subject,0,the motion to adjourn the debate on draft resolution A/C.3/60/L.53,rejected,54,77,35,54,77,35,1
60-SR44-2,60,A/C.3/60/SR.44,44,18 November 2005,paragraph,A/C.3/60/L.22/Rev.1,context,0,the proposed insertion of a new subparagraph following paragraph 15 (c),rejected,39,111,13,39,111,13,1
60-SR44-3,60,A/C.3/60/SR.44,44,18 November 2005,amendment,A/C.3/60/L.22/Rev.1,context,0,the amendment proposed to paragraph 15 (d),rejected,23,119,19,23,119,19,1
60-SR44-4,60,A/C.3/60/SR.44,44,18 November 2005,amendment,A/C.3/60/L.22/Rev.1,context,0,the amendment proposed to paragraph 27,rejected,36,106,21,36,106,21,1
60-SR44-5,60,A/C.3/60/SR.44,44,18 November 2005,amendment,,,0,the amendment proposed to paragraph 28,rejected,23,116,21,23,116,21,1
60-SR44-6,60,A/C.3/60/SR.44,44,18 November 2005,paragraph,A/C.3/60/L.22/Rev.1,context,0,the retention of paragraph 35,approved,163,3,0,163,3,0,1
60-SR44-7,60,A/C.3/60/SR.44,44,18 November 2005,paragraph,A/C.3/60/L.22/Rev.1,context,0,paragraph 15 (d),retained,125,17,13,125,17,13,1
60-SR44-8,60,A/C.3/60/SR.44,44,18 November 2005,paragraph,A/C.3/60/L.22/Rev.1,context,0,paragraph 27,retained,109,28,21,109,28,21,1
60-SR44-9,60,A/C.3/60/SR.44,44,18 November 2005,paragraph,A/C.3/60/L.22/Rev.1,context,0,paragraph 28,retained,123,14,20,123,14,20,1
60-SR44-10,60,A/C.3/60/SR.44,44,18 November 2005,draft,A/C.3/60/L.22/Rev.1,subject,0,draft resolution A/C.3/60/L.22/Rev.1,adopted,173,1,1,173,1,1,1
60-SR45-1,60,A/C.3/60/SR.45,45,21 November 2005,draft,A/C.3/60/L.29,subject,0,Draft resolution A/C.3/60/L.29,adopted,88,52,23,88,52,23,1
60-SR45-2,60,A/C.3/60/SR.45,45,21 November 2005,draft,A/C.3/60/L.34,subject,0,Draft resolution A/C.3/60/L.34,adopted,121,52,0,121,52,0,1
60-SR45-3,60,A/C.3/60/SR.45,45,21 November 2005,draft,A/C.3/60/L.49,subject,1,"Draft resolution A/C.3/60/L.49, as orally revised",adopted,113,51,8,113,51,8,1
60-SR45-4,60,A/C.3/60/SR.45,45,21 November 2005,draft,A/C.3/60/L.50,context,0,Draft resolution A/60/C.3/L.50,adopted,106,4,61,106,4,61,1
60-SR45-5,60,A/C.3/60/SR.45,45,21 November 2005,draft,A/C.3/60/L.52/Rev.1,subject,0,Draft resolution A/C.3/60/L.52/Rev.1,adopted,171,1,1,171,1,1,1
60-SR45-6,60,A/C.3/60/SR.45,45,21 November 2005,motion,A/C.3/60/L.46,subject,0,the proposal to adjourn the debate on draft resolution A/C.3/60/L.46,rejected,64,70,26,64,70,26,1
60-SR45-7,60,A/C.3/60/SR.45,45,21 November 2005,draft,A/C.3/60/L.46,subject,0,draft resolution A/C.3/60/L.46,adopted,70,38,58,70,38,58,1
60-SR46-1,60,A/C.3/60/SR.46,46,22 November 2005,motion,,,0,the motion for adjournment of debate,rejected,65,75,28,65,75,28,1
60-SR46-2,60,A/C.3/60/SR.46,46,22 November 2005,draft,A/C.3/60/L.51,context,0,The draft resolution,adopted,73,38,58,73,38,58,1
60-SR47-1,60,A/C.3/60/SR.47,47,23 November 2005,draft,A/C.3/60/L.31,subject,1,"Draft resolution A/C.3/60/L.31, as orally revised",adopted,117,51,4,117,51,4,1
60-SR47-2,60,A/C.3/60/SR.47,47,23 November 2005,draft,A/C.3/60/L.36,subject,1,"Draft resolution A/C.3/60/L.36, as orally revised",adopted,172,2,5,172,2,5,1
60-SR47-3,60,A/C.3/60/SR.47,47,23 November 2005,paragraph,A/C.3/60/L.43,context,1,"the fifth preambular paragraph, as orally revised",retained,123,0,35,123,0,35,1
60-SR47-4,60,A/C.3/60/SR.47,47,23 November 2005,draft,A/C.3/60/L.43,subject,0,the draft resolution,adopted,173,0,3,173,0,3,1
60-SR47-5,60,A/C.3/60/SR.47,47,23 November 2005,motion,A/C.3/60/L.47,subject,0,the motion to adjourn debate on draft resolution A/C.3/60/L.47,adopted,84,79,12,84,79,12,1
60-SR48-1,60,A/C.3/60/SR.48,48,23 November 2005,draft,A/C.3/60/L.63/Rev.1,subject,1,"draft resolution A/C.3/60/L.63/Rev.1, as orally revised",adopted,172,3,2,172,3,2,1
60-SR48-2,60,A/C.3/60/SR.48,48,23 November 2005,paragraph,A/C.3/60/L.41/Rev.1,subject,0,the fourth preambular paragraph,adopted,92,3,62,92,3,62,1
60-SR48-3,60,A/C.3/60/SR.48,48,23 November 2005,paragraph,A/C.3/60/L.41/Rev.1,context,0,paragraph 9 (c),adopted,92,3,62,92,3,62,1
60-SR48-4,60,A/C.3/60/SR.48,48,23 November 2005,draft,A/C.3/60/L.41/Rev.1,subject,0,draft resolution A/C.3/60/L.41/Rev.1 as a whole,adopted,96,2,66,96,2,66,1
61-SR46-1,61,A/C.3/61/SR.46,46,16 November 2006,draft,A/C.3/61/L.48,subject,0,draft resolution A/C.3/61/L.48,adopted,107,3,53,107,3,53,1
61-SR46-2,61,A/C.3/61/SR.46,46,16 November 2006,draft,A/C.3/61/L.51,subject,0,draft resolution A/C.3/61/L.51,adopted,162,4,4,162,4,4,1
61-SR46-3,61,A/C.3/61/SR.46,46,16 November 2006,draft,A/C.3/61/L.20,subject,0,draft resolution A/C.3/61/L.20,adopted,113,53,4,113,53,4,1
61-SR47-1,61,A/C.3/61/SR.47,47,16 November 2006,draft,A/C.3/61/L.23,subject,0,draft resolution A/C.3/61/L.23,adopted,112,6,54,112,6,54,1
61-SR47-2,61,A/C.3/61/SR.47,47,16 November 2006,draft,A/C.3/61/L.24,subject,0,draft resolution A/C.3/61/L.24,adopted,117,56,3,117,56,3,1
61-SR47-3,61,A/C.3/61/SR.47,47,16 November 2006,draft,A/C.3/61/L.26,subject,0,draft resolution A/C.3/61/L.26*,adopted,116,3,58,116,3,58,1
61-SR47-4,61,A/C.3/61/SR.47,47,16 November 2006,draft,A/C.3/61/L.27,subject,0,draft resolution A/C.3/61/L.27,adopted,175,1,0,175,1,0,1
61-SR47-5,61,A/C.3/61/SR.47,47,16 November 2006,draft,A/C.3/61/L.31/Rev.1,subject,0,draft resolution A/C.3/61/L.31/Rev.1,adopted,77,63,26,77,63,26,1
61-SR47-6,61,A/C.3/61/SR.47,47,16 November 2006,amendment,A/C.3/61/L.59,subject,0,paragraph 1 of the amendment contained in document A/C.3/61/L.59,rejected,62,71,23,62,71,23,1
61-SR47-7,61,A/C.3/61/SR.47,47,16 November 2006,amendment,A/C.3/61/L.59,subject,0,paragraph 2 of the amendment contained in document A/C.3/61/L.59,rejected,57,69,25,57,69,25,1
61-SR47-8,61,A/C.3/61/SR.47,47,16 November 2006,paragraph,A/C.3/61/L.45/Rev.1,subject,1,"paragraph 4 of draft resolution A/C.3/61/L.45/Rev.1, as orally revised",retained,89,38,26,89,38,26,1
61-SR47-9,61,A/C.3/61/SR.47,47,16 November 2006,paragraph,A/C.3/61/L.45/Rev.1,subject,1,"paragraph 5 (b) of draft resolution A/C.3/61/L.45/Rev.1, as orally revised",retained,93,30,28,93,30,28,1
61-SR47-10,61,A/C.3/61/SR.47,47,16 November 2006,draft,A/C.3/61/L.45/Rev.1,subject,1,"draft resolution A/C.3/61/L.45/Rev.1 as a whole, as orally revised",adopted,129,0,42,129,0,42,1
61-SR48-1,61,A/C.3/61/SR.48,48,17 November 2006,draft,A/C.3/61/L.28,subject,1,"draft resolution A/C.3/61/L.28, as orally revised",adopted,101,53,20,101,53,20,1
61-SR48-2,61,A/C.3/61/SR.48,48,17 November 2006,draft,A/C.3/61/L.37,subject,0,draft resolution A/C.3/61/L.37,adopted,91,21,60,91,21,60,1
61-SR49-1,61,A/C.3/61/SR.49,49,20 November 2006,draft,A/C.3/61/L.50,subject,0,Draft resolution A/C.3/61/L.50,adopted,116,49,5,116,49,5,1
61-SR49-2,61,A/C.3/61/SR.49,49,20 November 2006,motion,A/C.3/61/L.39,subject,0,the motion for the adjournment of debate concerning draft resolution A/C.3/61/L.39,,,,,74,69,24,0
61-SR50-1,61,A/C.3/61/SR.50,50,21 November 2006,motion,A/C.3/61/L.41,context,0,the motion for adjournment of debate,rejected,75,77,24,75,77,24,1
61-SR50-2,61,A/C.3/61/SR.50,50,21 November 2006,draft,A/C.3/61/L.41,subject,0,draft resolution A/C.3/61/L.41,adopted,70,48,55,70,48,55,1
61-SR51-1,61,A/C.3/61/SR.51,51,22 November 2006,draft,A/C.3/61/L.16/Rev.1,subject,0,draft resolution A/C.3/61/L.16/Rev.1,adopted,176,1,0,176,1,0,1
61-SR51-2,61,A/C.3/61/SR.51,51,22 November 2006,draft,A/C.3/61/L.53/Rev.1,subject,1,"draft resolution A/C.3/61/L.53/Rev.1, as orally revised",adopted,174,2,3,174,2,3,1
61-SR51-3,61,A/C.3/61/SR.51,51,22 November 2006,draft,A/C.3/61/L.13/Rev.1,subject,0,Draft resolution A/C.3/61/L.13/Rev.1,adopted,109,7,59,109,7,59,1
61-SR51-4,61,A/C.3/61/SR.51,51,22 November 2006,draft,A/C.3/61/L.35,subject,0,draft resolution A/C.3/61/L.35,adopted,122,53,0,122,53,0,1
61-SR52-1,61,A/C.3/61/SR.52,52,22 November 2006,motion,A/C.3/61/L.38/Rev.1,subject,0,the motion for the adjournment of the debate on draft resolution A/C.3/61/L.38/Rev.1,rejected,64,77,30,64,77,30,1
61-SR52-2,61,A/C.3/61/SR.52,52,22 November 2006,draft,A/C.3/61/L.38/Rev.1,subject,0,draft resolution A/C.3/61/L.38/Rev.1,adopted,79,28,63,79,28,63,1
61-SR52-3,61,A/C.3/61/SR.52,52,22 November 2006,motion,A/C.3/61/L.40,subject,0,the motion to adjourn the debate on draft resolution A/C.3/61/L.40,rejected,67,75,31,67,75,31,1
61-SR52-4,61,A/C.3/61/SR.52,52,22 November 2006,draft,A/C.3/61/L.40,subject,1,"draft resolution A/C.3/61/L.40, as orally revised",adopted,70,31,67,70,31,67,1
61-SR52-5,61,A/C.3/61/SR.52,52,22 November 2006,draft,A/C.3/61/L.42,subject,0,draft resolution A/C.3/61/L.42,rejected,6,114,45,6,114,45,1
61-SR52-6,61,A/C.3/61/SR.52,52,22 November 2006,draft,A/C.3/61/L.43,subject,0,draft resolution A/C.3/61/L.43,rejected,6,107,49,6,107,49,1
61-SR53-1,61,A/C.3/61/SR.53,53,28 November 2006,draft,A/C.3/61/L.34,subject,1,"draft resolution A/C.3/61/L.34, as orally revised",adopted,126,51,1,126,51,1,1
61-SR53-2,61,A/C.3/61/SR.53,53,28 November 2006,draft,A/C.3/61/L.57/Rev.1,subject,0,draft resolution A/C.3/61/L.57/Rev.1,adopted,82,67,25,82,67,25,1
61-SR53-3,61,A/C.3/61/SR.53,53,28 November 2006,unknown,A/C.3/61/L.18/Rev.1,context,0,,,,,,83,0,91,0
62-SR1-1,62,A/C.3/62/SR.1,1,8 October 2007,motion,A/C.3/62/L.1,context,0,the motion proposed by the United States of America under rule 118 of the rules of procedure,rejected,65,71,13,65,71,13,1
62-SR1-2,62,A/C.3/62/SR.1,1,8 October 2007,motion,A/C.3/62/L.1,subject,0,the proposal by Benin to delete the reference to documents A/62/346 and A/62/347 in document A/C.3/62/L.1/Add.2,adopted,76,54,20,76,54,20,1
62-SR44-1,62,A/C.3/62/SR.44,44,14 November 2007,amendment,A/C.3/62/L.29,subject,0,the proposed amendment to draft resolution A/C.3/62/L.29 contained in document A/C.3/62/L.68,rejected,73,82,15,73,82,15,1
62-SR44-2,62,A/C.3/62/SR.44,44,14 November 2007,amendment,A/C.3/62/L.29,subject,0,the proposed amendment to draft resolution A/C.3/62/L.29 contained in document A/C.3/62/L.69,rejected,68,83,18,68,83,18,1
62-SR44-3,62,A/C.3/62/SR.44,44,14 November 2007,amendment,A/C.3/62/L.29,subject,0,the proposed amendment to draft resolution A/C.3/62/L.29 contained in document A/C.3/62/L.70,rejected,72,83,15,72,83,15,1
62-SR44-4,62,A/C.3/62/SR.44,44,14 November 2007,amendment,A/C.3/62/L.29,subject,0,the proposed amendment to draft resolution A/C.3/62/L.29 contained in document A/C.3/62/L.71,rejected,68,82,19,68,82,19,1
62-SR44-5,62,A/C.3/62/SR.44,44,14 November 2007,amendment,A/C.3/62/L.29,subject,0,the proposed amendment to draft resolution A/C.3/62/L.29 contained in document A/C.3/62/L.72,rejected,65,82,22,65,82,22,1
62-SR44-6,62,A/C.3/62/SR.44,44,14 November 2007,amendment,A/C.3/62/L.29,subject,0,the proposed amendment to draft resolution A/C.3/62/L.29 contained in document A/C.3/62/L.73,rejected,67,82,19,67,82,19,1
62-SR44-7,62,A/C.3/62/SR.44,44,14 November 2007,amendment,A/C.3/62/L.29,subject,0,the proposed amendment to draft resolution A/C.3/62/L.29 contained in document A/C.3/62/L.74,rejected,71,83,15,71,83,15,1
